"Name","Impressions per 7 days","Uniques per 7 days","Average CPM"
"582x60","26674","4773","0.11768420785665512"
"790x90","26674","2527","0.5603157877922058"
"587x60","26393","4773","0.47170209884643555"
"206x200","26393","1965","0.44159576296806335"
"382x374","26393","3931","0.6318084597587585"
"320x162","26113","11231","0.21376344561576843"
"165x165","26113","2527","0.39935484528541565"
"400x608","26113","1123","4.568602561950684"
"610x60","26113","14320","0.38086023926734924"
"383x319","26113","1403","0.2746236026287079"
"624x60","25832","4211","0.12478261440992355"
"200x600","25832","4211","0.30086952447891235"
"302x250","25832","10389","0.3125"
"330x1234","25832","17127","0.22565218806266785"
"980x100","25832","842","0.12499997764825821"
"558x334","25551","1123","0.053626369684934616"
"675x60","25551","3369","0.16461537778377533"
"270x60","25551","2246","0.1348351538181305"
"586x280","25551","5334","0.204395592212677"
"600x1067","25551","1965","6.185055255889893"
"842x90","25270","842","0.29722222685813904"
"295x250","25270","7862","0.8395554423332214"
"355x50","25270","1403","0.3357776403427124"
"412x1513","24990","3088","0.05674158036708832"
"545x250","24990","4492","0.11011236160993576"
"653x60","24990","6738","0.5012360215187073"
"300x601","24709","7862","6.21670389175415"
"570x280","24709","3931","0.3997727334499359"
"574x60","24709","5896","0.2276136577129364"
"558x280","24709","4492","0.6510227918624878"
"320x1200","24428","7862","0.4694252610206604"
"550x60","24428","14320","0.35459771752357483"
"510x60","24428","5615","0.14356321096420288"
"900x90","24428","6177","0.9473563432693481"
"320x80","24428","4492","14.697700500488281"
"654x280","24147","5615","0.11941860616207123"
"586x60","24147","3931","0.20918601751327515"
"850x90","24147","7581","1.3184884786605835"
"592x50","24147","3369","2.4765117168426514"
"569x60","24147","6177","0.43058139085769653"
"584x60","23866","2246","0.16541175544261932"
"962x554","23866","1403","2.0420002937316895"
"420x280","23866","1965","0.09470587968826294"
"574x280","23866","3650","0.11905881762504578"
"220x32","23866","2807","3.75"
"764x90","23586","1684","0.4482142925262451"
"576x60","23586","3931","0.38428571820259094"
"320x75","23586","4773","1.6551196575164795"
"728x91","23586","5615","0.17392858862876892"
"722x60","23586","3369","1.1601190567016602"
"228x280","23305","3088","0.9781927466392517"
"393x61","23305","3931","9.39638614654541"
"703x60","23305","3650","0.16433735191822052"
"510x250","23305","4773","0.6704819798469543"
"640x150","23305","1965","0.8975903391838074"
"320x640","23305","7300","1.6212047338485718"
"960x100","23305","8142","0.12530121207237244"
"377x670","23305","561","5.859999656677246"
"276x250","23305","8142","0.09987948834896088"
"414x343","23024","5334","0.31585365533828735"
"619x60","23024","3369","0.32926827669143677"
"549x60","22743","1123","0.13641972839832306"
"622x60","22743","7300","0.8266666531562805"
"545x60","22462","5334","0.29475000500679016"
"292x250","22462","6458","0.2317500114440918"
"650x100","22462","6177","0.5507500171661377"
"581x280","22462","4211","0.4165000021457672"
"421x350","22462","280","0.13612496852874756"
"305x60","22462","10108","0.08162500709295273"
"706x60","22462","7300","0.27525001764297485"
"621x60","22462","5896","0.2756250500679016"
"340x349","22462","14600","0.2562499940395355"
"1079x1918","22182","280","6.949747085571289"
"360x260","21901","7581","0.5341024994850159"
"412x60","21620","7581","3.5087015628814697"
"988x90","21620","5054","0.09337662905454636"
"469x60","21620","3369","0.3406493365764618"
"424x391","21620","1965","0.03311688452959061"
"640x383","21620","1123","5.698830604553223"
"599x250","21620","9265","0.07220778614282608"
"360x680","21620","842","10.476103782653809"
"840x90","21339","8704","0.5564472675323486"
"301x251","21339","4773","0.9536842703819275"
"404x250","21339","13477","0.5634211301803589"
"494x280","21058","2527","1.0263999700546265"
"300x480","21058","3369","0.25093331933021545"
"639x60","21058","2246","0.3142666816711426"
"352x293","21058","280","0.22760003805160522"
"601x915","21058","842","2.874666452407837"
"600x250","21058","7019","0.6249333024024963"
"1010x90","20497","4492","0.3367122709751129"
"699x60","20497","842","0.1804109364748001"
"491x90","20216","2246","0.10236110538244247"
"412x418","20216","1123","0.08513888716697693"
"299x600","20216","8704","0.14513887465000153"
"608x280","20216","7300","4.541666507720947"
"377x50","20216","561","0.32124996185302734"
"312x250","20216","10389","3.8763883113861084"
"552x280","20216","6177","0.3412500023841858"
"785x90","19935","3931","1.1008450984954834"
"564x280","19935","3088","0.26647889614105225"
"268x250","19935","10389","0.28478869795799255"
"393x739","19935","2246","6.336338043212891"
"180x250","19935","18251","2.313380241394043"
"600x360","19935","2527","9.533380508422852"
"551x60","19655","7019","0.44457143545150757"
"620x90","19655","2527","0.17085713148117065"
"346x1288","19655","6458","0.38414284586906433"
"160x60","19655","561","9.823283195495605"
"650x150","19374","2246","3.4220292568206787"
"743x90","19374","1123","0.1055072471499443"
"630x90","19374","280","0.38000020384788513"
"450x720","19093","1965","4.574117660522461"
"572x280","19093","5334","0.702794075012207"
"320x600","18812","8142","0.5922388434410095"
"631x280","18812","2246","1.0426865816116333"
"1280x720","18812","2527","4.451641082763672"
"736x60","18812","2527","0.26761192083358765"
"220x200","18812","5054","0.1480596959590912"
"976x90","18812","1123","0.4840298295021057"
"471x280","18812","561","0.20671644806861877"
"180x300","18812","5054","0.031194034963846207"
"673x60","18531","3088","0.2775757908821106"
"260x20","18531","2807","3.75"
"357x280","18531","6177","0.2810605466365814"
"300x252","18531","8985","1.6084847450256348"
"311x60","18251","6738","0.15199999511241913"
"1100x120","18251","10389","0.6399997472763062"
"328x160","18251","280","0.2216923087835312"
"980x120","18251","4773","0.8703076243400574"
"1008x90","18251","3369","0.5736923813819885"
"360x217","17970","7581","0.19171875715255737"
"330x200","17970","7300","5.740935802459717"
"346x200","17970","2807","0.031562503427267075"
"621x280","17970","1123","0.8671874403953552"
"792x90","17689","2807","0.2147618979215622"
"859x90","17689","1403","0.4895237684249878"
"558x250","17689","3088","0.32968252897262573"
"320x658","17689","1403","10.302379608154297"
"994x90","17689","4773","1.9607939720153809"
"355x357","17408","12354","0.15693548321723938"
"350x528","17408","6738","0.6535484790802002"
"288x280","17408","5334","0.6340322494506836"
"238x200","17408","8142","0.18387100100517273"
"416x280","17408","4773","0.2106451541185379"
"275x60","17408","4773","0.1691935509443283"
"448x280","17408","561","0.24209673702716827"
"414x300","17127","5334","0.6627869606018066"
"596x60","17127","3650","0.3390163779258728"
"360x740","17127","1684","19.03573989868164"
"397x280","17127","5334","0.3344261944293976"
"510x280","17127","4773","0.37721315026283264"
"1088x90","16847","280","0.8220001459121704"
"696x60","16847","3931","0.4206666648387909"
"918x540","16847","1965","5.835332870483398"
"311x90","16847","2527","0.06549999117851257"
"615x60","16847","2527","1.2198333740234375"
"706x424","16847","1684","1.284666657447815"
"537x60","16847","561","0.14000000059604645"
"520x280","16847","2527","0.7701667547225952"
"236x55","16847","6177","0.5425000786781311"
"471x60","16847","280","0.04433334246277809"
"358x1329","16847","4211","0.02550000138580799"
"294x250","16847","5896","1.814333200454712"
"368x280","16566","5615","0.38355937600135803"
"315x263","16566","10108","0.1006779596209526"
"546x60","16566","1403","0.22016945481300354"
"565x90","16566","561","0.8338982462882996"
"396x250","16566","280","0.4949152171611786"
"310x360","16566","6177","9.358135223388672"
"272x250","16566","2527","0.21338972449302673"
"432x90","16566","280","0.640169620513916"
"1004x90","16285","3369","0.3568965792655945"
"604x360","16285","2246","16.373279571533203"
"300x540","16285","10389","2.5"
"599x280","16285","5615","0.13620689511299133"
"432x360","16285","4773","0.5536206960678101"
"365x50","16285","280","0.77379310131073"
"360x56","16004","1965","1.0610525608062744"
"346x60","16004","5615","0.1626315861940384"
"253x250","16004","7581","0.205263152718544"
"462x280","16004","1123","0.1535087674856186"
"680x60","16004","5615","0.25333333015441895"
"351x326","16004","3088","0.16701754927635193"
"315x600","16004","11793","0.12614035606384277"
"532x60","16004","1403","0.11578947305679321"
"358x250","16004","1965","0.23157894611358643"
"402x335","16004","2527","0.8007016777992249"
"157x125","15724","13196","0.06732142716646194"
"634x280","15724","5054","0.37857139110565186"
"514x359","15724","6738","0.2564285695552826"
"160x125","15724","2527","0.32374995946884155"
"246x250","15443","6177","0.22963635623455048"
"481x60","15443","3088","0.08163636177778244"
"360x220","15443","9265","0.47218185663223267"
"820x90","15443","5054","0.28090909123420715"
"252x250","15443","4773","0.055818185210227966"
"328x273","15443","6458","3.052727222442627"
"305x480","15162","8985","0.29574069380760193"
"558x60","15162","3650","0.33666664361953735"
"20x20","15162","3931","58.488521575927734"
"387x280","15162","1684","0.12222224473953247"
"318x50","15162","4492","0.2601851224899292"
"520x250","15162","1403","0.16055555641651154"
"150x125","15162","12354","0.03222222253680229"
"695x60","15162","4211","0.15092593431472778"
"360x52","14881","561","0.8243400454521179"
"245x600","14881","7019","0.22981132566928864"
"964x90","14881","3931","0.42509424686431885"
"305x54","14600","5334","0.9188460111618042"
"768x432","14600","1965","5.434615612030029"
"274x250","14600","4492","2.493461847305298"
"564x90","14600","3369","6.135385513305664"
"660x90","14600","561","0.47788459062576294"
"595x60","14600","1403","0.21519231796264648"
"314x250","14320","4211","0.20666666328907013"
"633x60","14320","5054","0.2092156559228897"
"394x200","14320","6738","0.020588239654898643"
"280x100","14320","5054","0.6152940988540649"
"819x90","14320","1403","0.6078431606292725"
"556x280","14320","842","0.23411762714385986"
"664x60","14320","3088","0.3486274182796478"
"320x206","14320","3931","0.363921582698822"
"296x150","14039","1123","0.11559999734163284"
"150x50","14039","1965","12.445001602172852"
"260x250","14039","7581","0.2693999707698822"
"180x600","14039","4492","0.28759995102882385"
"265x250","14039","5615","0.7799999713897705"
"316x60","14039","7862","0.08159998804330826"
"804x90","13758","842","0.6624489426612854"
"860x90","13758","5054","0.2442856878042221"
"900x1552","13758","280","2.6691834926605225"
"751x90","13758","1403","0.7330611944198608"
"474x280","13758","2246","1.0159183740615845"
"520x50","13758","1965","2.9389796257019043"
"615x280","13758","561","0.03040817193686962"
"500x60","13758","3369","0.19061225652694702"
"384x320","13758","3088","0.8777550458908081"
"659x280","13758","1123","0.27265307307243347"
"405x280","13758","561","0.21591834723949432"
"250x240","13758","561","0.018571430817246437"
"536x60","13758","4773","0.7040814757347107"
"670x360","13758","3369","9.05714225769043"
"320x288","13477","3931","0.35124996304512024"
"235x280","13477","2807","0.41999995708465576"
"312x50","13477","5615","1.0399999618530273"
"349x280","13477","1965","0.3412500023841858"
"399x280","13477","2807","0.20729166269302368"
"334x1247","13477","4773","0.16604167222976685"
"336x320","13196","3369","1.8427659273147583"
"965x90","13196","6458","0.20212766528129578"
"162x125","13196","2807","0.07191488891839981"
"708x60","13196","4773","0.15276597440242767"
"344x200","13196","4773","0.3334042429924011"
"323x253","13196","842","2.310637950897217"
"938x90","13196","1123","0.5708510279655457"
"540x960","12916","1123","5.47260856628418"
"128x280","12916","2246","0.054347824305295944"
"270x100","12916","3650","2.7278261184692383"
"289x241","12916","1403","0.14695651829242706"
"406x280","12916","2527","1.9784784317016602"
"2048x2732","12916","12635","12.510218620300293"
"319x250","12916","3369","0.6832607984542847"
"684x360","12916","561","4.131956577301025"
"378x280","12916","2246","0.4871739149093628"
"691x60","12916","2807","0.31717389822006226"
"354x295","12916","7862","0.17608694732189178"
"660x82","12916","3650","0.38717392086982727"
"780x300","12635","4211","37.19822692871094"
"369x280","12635","561","0.2646666467189789"
"360x150","12635","6458","0.18755556643009186"
"344x90","12635","5334","0.19955556094646454"
"230x600","12635","5054","0.2935555577278137"
"539x280","12635","1403","1.7580000162124634"
"780x90","12635","4211","0.4208889305591583"
"769x90","12635","561","0.4913333058357239"
"328x1227","12635","5054","0.24755552411079407"
"540x60","12635","3650","1.53600013256073"
"420x200","12635","2246","1.1037777662277222"
"331x50","12354","4211","7.287272930145264"
"627x60","12354","6738","0.1518182009458542"
"694x60","12354","3369","0.20704542100429535"
"288x60","12354","6177","0.3349999487400055"
"944x90","12354","1965","0.5247727632522583"
"297x250","12354","4211","0.35818177461624146"
"388x323","12354","1403","3.3422727584838867"
"375x255","12073","1403","0.11860466003417969"
"100x30","12073","842","2.5"
"432x50","12073","842","2.662092924118042"
"245x250","12073","6177","0.05348837375640869"
"409x50","12073","561","0.12325578927993774"
"374x250","12073","7300","0.16162791848182678"
"732x90","12073","4773","0.531395435333252"
"360x208","12073","3931","0.617906928062439"
"394x50","12073","8704","0.14790697395801544"
"278x150","12073","6738","1.236511468887329"
"914x601","12073","1403","6.361628532409668"
"574x250","11793","2246","0.2442857325077057"
"360x288","11793","7581","0.42976194620132446"
"565x60","11793","842","0.2566666603088379"
"799x90","11793","3369","0.6388094425201416"
"812x90","11793","1403","0.23595239222049713"
"514x90","11793","1965","0.2502380907535553"
"538x60","11793","3931","0.5897619128227234"
"480x730","11512","0","3.906341314315796"
"528x250","11512","3088","0.07512194663286209"
"731x90","11512","2807","0.19707317650318146"
"377x280","11512","3369","0.21780486404895782"
"302x200","11512","3931","0.848048746585846"
"658x60","11512","2246","0.1465853750705719"
"895x90","11512","1123","0.2504878044128418"
"383x80","11512","1403","4.848536491394043"
"330x60","11231","5054","1.312000036239624"
"289x250","11231","3931","0.5197499990463257"
"922x90","11231","842","0.26875001192092896"
"548x250","11231","3650","0.1652499884366989"
"390x342","11231","1684","0.15674999356269836"
"539x60","11231","2807","0.3407500088214874"
"545x280","11231","1123","0.08874998986721039"
"394x377","11231","8142","0.21674998104572296"
"603x60","11231","4211","12.272997856140137"
"637x60","11231","5334","0.38075000047683716"
"304x60","11231","7019","0.2854999899864197"
"613x60","10950","2807","0.31564098596572876"
"942x90","10950","1965","0.5892307758331299"
"470x60","10950","4773","0.5541025996208191"
"659x60","10950","3088","0.09051282703876495"
"228x200","10950","2246","0.5566667318344116"
"464x280","10950","4211","0.11871796101331711"
"482x60","10950","3650","0.5958975553512573"
"400x645","10950","280","4.373332977294922"
"538x250","10950","5334","0.19999997317790985"
"328x60","10669","5896","0.2942105233669281"
"343x90","10669","3931","0.2713158130645752"
"345x60","10669","5334","0.18421052396297455"
"672x280","10669","2527","0.29842105507850647"
"484x60","10669","4211","0.3078947365283966"
"320x120","10669","7019","18.75"
"590x280","10669","5896","0.4302631616592407"
"350x360","10669","1684","0.009999997913837433"
